Disease,Symptom 1,Symptom 2,Symptom 3,Symptom 4,Symptom 5,Symptom 6,Symptom 7,Symptom 8,Symptom 9,Symptom 10,Symptom 11,Symptom 12,Symptom 13,Symptom 14,Symptom 15,Symptom 16,Symptom 17
Серцевий напад,блювання,задишка,пітливість,біль у грудях,,,,,,,,,,,,,
Варикозне розширення вен,втома,судоми,синці,ожиріння,опухлі ноги,роздуті кровоносні судини,виступаючі вени на литках,,,,,,,,,,
Гіпотиреоз,втома,збільшення ваги,холодні руки та ноги,перепади настрою,млявість,запаморочення,одутле обличчя та очі,збільшення щитовидної залози,ламкість нігтів,набряки кінцівок,депресія,дратівливість,ненормальна менструація,,,,
Гіпертиреоз,втома,перепади настрою,втрата ваги,неспокій,пітливість,діарея,прискорене серцебиття,надмірний голод,м’язова слабкість,дратівливість,ненормальна менструація,,,,,,
Гіпоглікемія,блювання,втома,занепокоєння,пітливість,головний біль,нудота,затуманення та спотворення зору,надмірний голод,сухість і поколювання губ,невиразна мова,дратівливість,серцебиття,,,,,
Остеоартроз,біль у суглобах,біль у шиї,біль у колінах,біль у кульшовому суглобі,набряк суглобів,болісна ходьба,,,,,,,,,,,
Артрит,м’язова слабкість,ригідність шиї,набряк суглобів,скутість рухів,болісна ходьба,,,,,,,,,,,,
Пароймсальне позиційне запаморочення,блювання,головний біль,нудота,обертові рухи,втрата рівноваги,нестійкість,,,,,,,,,,,
Акне,шкірний висип,гнійні прищі,вугри,попрілості,,,,,,,,,,,,,
Інфекція сечовивідних шляхів,печіння при сечовипусканні,дискомфорт у сечовому міхурі,неприємний запах сечі,постійне відчуття сечі,,,,,,,,,,,,,
Псоріаз,шкірний висип,біль у суглобах,лущення шкіри,сріблястий наліт,невеликі вм’ятини на нігтях,запалення нігтів,,,,,,,,,,,
Імпетиго,шкірний висип,висока температура,пухирі,червона ранка навколо носа,сочиться жовта кірка,,,,,,,,,,,,
Грибкова інфекція,свербіж,шкірний висип,вузлові шкірний висип,дисхромні плями,,,,,,,,,,,,,
Алергія,постійне чхання,тремтіння,озноб,сльозотеча,,,,,,,,,,,,,
ГЕРХ,біль у шлунку,підвищена кислотність,виразки на язиці,блювання,кашель,біль у грудях,,,,,,,,,,,
Хронічний холестаз,свербіж,блювання,жовтувата шкіра,нудота,втрата апетиту,біль у животі,пожовтіння очей,,,,,,,,,,
Реакція на ліки,свербіж,шкірний висип,біль у шлунку,печіння сечовипускання,кров’янисті сечовипускання,,,,,,,,,,,,
Виразкова хвороба,блювання,розлад травлення,втрата апетиту,біль у животі,відходження газів,внутрішній свербіж,,,,,,,,,,,
ВІЛ/СНІД,виснаження м’язів,плями в горлі,висока температура,позашлюбні контакти,,,,,,,,,,,,,
Діабет,втома,втрата ваги,неспокій,млявість,нерегулярний рівень цукру,затуманення та спотворення зору,ожиріння,надмірний голод,підвищений апетит,поліурія,,,,,,,
Гастроентерит,блювання,запалі очі,зневоднення,діарея,,,,,,,,,,,,,
Бронхіальна астма,втома,кашель,висока температура,задишка,сімейний анамнез,слизове мокротиння,,,,,,,,,,,
Гіпертонія,головний біль,біль у грудях,запаморочення,втрата рівноваги,відсутність концентрації,,,,,,,,,,,,
Мігрень,підвищена кислотність,розлад травлення,головний біль,затуманення та спотворення зору,надмірний голод,ригідність шиї,депресія,дратівливість,розлади зору,,,,,,,,
Шийний спондильоз,біль у спині,слабкість у кінцівках,біль у шиї,запаморочення,втрата рівноваги,,,,,,,,,,,,
Крововилив у мозок,блювання,головний біль,слабкість однієї сторони тіла,зміна чутливості,,,,,,,,,,,,,
Жовтяниця,свербіж,блювання,втома,втрата ваги,висока температура,жовтувата шкіра,темна сеча,біль у животі,,,,,,,,,
Малярія,озноб,блювання,висока температура,пітливість,головний біль,нудота,діарея,біль у м’язах,,,,,,,,,
Вітряна віспа,свербіж,шкірний висип,втома,млявість,висока температура,головний біль,втрата апетиту,легка лихоманка,збільшення лімфовузлів,нездужання,червоні плями на тілі,,,,,,
Денге,шкірний висип,озноб,біль у суглобах,блювання,втома,висока температура,головний біль,нудота,втрата апетиту,біль за очима,біль у спині,нездужання,біль у м’язах,червоні плями на тілі,,,
Черевний тиф,озноб,блювання,втома,висока температура,головний біль,нудота,запор,біль у животі,діарея,токсичний вигляд,біль у животі,,,,,,
гепатит А,біль у суглобах,блювання,жовтувата шкіра,темна сеча,нудота,втрата апетиту,біль у животі,діарея,легка лихоманка,пожовтіння очей,біль у м’язах,,,,,,
Гепатит В,свербіж,втома,млявість,жовтувата шкіра,темна сеча,втрата апетиту,біль у животі,жовта сеча,жовті очі,нездужання,переливання крові,нестерильні ін’єкції,,,,,
Гепатит С,втома,жовтувата шкіра,нудота,втрата апетиту,пожовтіння очей,сімейний анамнез,,,,,,,,,,,
Гепатит D,біль у суглобах,блювання,втома,жовтувата шкіра,темна сеча,нудота,втрата апетиту,біль у животі,пожовтіння очей,,,,,,,,
Гепатит Е,біль у суглобах,блювання,втома,висока температура,жовтувата шкіра,темна сеча,нудота,втрата апетиту,біль у животі,пожовтіння очей,гостра печінкова недостатність,кома,шлункова кровотеча,,,,
Алкогольний гепатит,блювання,жовтувата шкіра,біль у животі,здуття живота,здуття живота,вживання алкоголю в анамнезі,перевантаження рідиною,,,,,,,,,,
Туберкульоз,озноб,блювання,втома,втрата ваги,кашель,висока температура,задишка,пітливість,втрата апетиту,легка лихоманка,пожовтіння очей,збільшення лімфовузлів,нездужання,мокрота,біль у грудях,кров у мокроті,
Застуда,безперервне чхання,озноб,втома,кашель,висока температура,головний біль,збільшення лімфовузлів,нездужання,мокротиння,подразнення горла,почервоніння очей,синусовий тиск,нежить,закладеність,біль у грудях,втрата нюху,біль у м’язах
Пневмонія,озноб,втома,кашель,висока температура,задишка,пітливість,нездужання,мокрота,біль у грудях,прискорене серцебиття,іржаве мокротиння,,,,,,
Диморфний геморой,запор,біль під час випорожнення,біль у анальній ділянці,кров у калі,подразнення заднього проходу,,,,,,,,,,,,
Серцевий напад,блювання,задишка,пітливість,біль у грудях,,,,,,,,,,,,,
Варикозне розширення вен,втома,судоми,синці,ожиріння,опухлі ноги,роздуті кровоносні судини,виступаючі вени на литках,,,,,,,,,,
Гіпотиреоз,втома,збільшення ваги,холодні руки та ноги,перепади настрою,млявість,запаморочення,одутле обличчя та очі,збільшення щитовидної залози,ламкість нігтів,набряки кінцівок,депресія,дратівливість,ненормальна менструація,,,,
Гіпертиреоз,втома,перепади настрою,втрата ваги,неспокій,пітливість,діарея,прискорене серцебиття,надмірний голод,м’язова слабкість,дратівливість,ненормальна менструація,,,,,,
Гіпоглікемія,блювання,втома,занепокоєння,пітливість,головний біль,нудота,затуманення та спотворення зору,надмірний голод,сухість і поколювання губ,невиразна мова,дратівливість,серцебиття,,,,,
Остеоартроз,біль у суглобах,біль у шиї,біль у колінах,біль у кульшовому суглобі,набряк суглобів,болісна ходьба,,,,,,,,,,,
Артрит,м’язова слабкість,ригідність шиї,набряк суглобів,скутість рухів,болісна ходьба,,,,,,,,,,,,
Пароймсальне позиційне запаморочення,блювання,головний біль,нудота,обертові рухи,втрата рівноваги,нестійкість,,,,,,,,,,,
Акне,шкірний висип,гнійні прищі,вугри,попрілості,,,,,,,,,,,,,
Інфекція сечовивідних шляхів,печіння при сечовипусканні,дискомфорт у сечовому міхурі,неприємний запах сечі,постійне відчуття сечі,,,,,,,,,,,,,
Псоріаз,шкірний висип,біль у суглобах,лущення шкіри,сріблястий наліт,невеликі вм’ятини на нігтях,запалення нігтів,,,,,,,,,,,
Імпетиго,шкірний висип,висока температура,пухирі,червона ранка навколо носа,сочиться жовта кірка,,,,,,,,,,,,
Грибкова інфекція,свербіж,шкірний висип,вузлові шкірний висип,дисхромні плями,,,,,,,,,,,,,
Алергія,постійне чхання,тремтіння,озноб,сльозотеча,,,,,,,,,,,,,
ГЕРХ,біль у шлунку,підвищена кислотність,виразки на язиці,блювання,кашель,біль у грудях,,,,,,,,,,,
Хронічний холестаз,свербіж,блювання,жовтувата шкіра,нудота,втрата апетиту,біль у животі,пожовтіння очей,,,,,,,,,,
Реакція на ліки,свербіж,шкірний висип,біль у шлунку,печіння сечовипускання,кров’янисті сечовипускання,,,,,,,,,,,,
Виразкова хвороба,блювання,розлад травлення,втрата апетиту,біль у животі,відходження газів,внутрішній свербіж,,,,,,,,,,,
ВІЛ/СНІД,виснаження м’язів,плями в горлі,висока температура,позашлюбні контакти,,,,,,,,,,,,,
Діабет,втома,втрата ваги,неспокій,млявість,нерегулярний рівень цукру,затуманення та спотворення зору,ожиріння,надмірний голод,підвищений апетит,поліурія,,,,,,,
Гастроентерит,блювання,запалі очі,зневоднення,діарея,,,,,,,,,,,,,
Бронхіальна астма,втома,кашель,висока температура,задишка,сімейний анамнез,слизове мокротиння,,,,,,,,,,,
Гіпертонія,головний біль,біль у грудях,запаморочення,втрата рівноваги,відсутність концентрації,,,,,,,,,,,,
Мігрень,підвищена кислотність,розлад травлення,головний біль,затуманення та спотворення зору,надмірний голод,ригідність шиї,депресія,дратівливість,розлади зору,,,,,,,,
Шийний спондильоз,біль у спині,слабкість у кінцівках,біль у шиї,запаморочення,втрата рівноваги,,,,,,,,,,,,
Крововилив у мозок,блювання,головний біль,слабкість однієї сторони тіла,зміна чутливості,,,,,,,,,,,,,
Жовтяниця,свербіж,блювання,втома,втрата ваги,висока температура,жовтувата шкіра,темна сеча,біль у животі,,,,,,,,,
Малярія,озноб,блювання,висока температура,пітливість,головний біль,нудота,діарея,біль у м’язах,,,,,,,,,
Вітряна віспа,свербіж,шкірний висип,втома,млявість,висока температура,головний біль,втрата апетиту,легка лихоманка,збільшення лімфовузлів,нездужання,червоні плями на тілі,,,,,,
Денге,шкірний висип,озноб,біль у суглобах,блювання,втома,висока температура,головний біль,нудота,втрата апетиту,біль за очима,біль у спині,нездужання,біль у м’язах,червоні плями на тілі,,,
Черевний тиф,озноб,блювання,втома,висока температура,головний біль,нудота,запор,біль у животі,діарея,токсичний вигляд,біль у животі,,,,,,
гепатит А,біль у суглобах,блювання,жовтувата шкіра,темна сеча,нудота,втрата апетиту,біль у животі,діарея,легка лихоманка,пожовтіння очей,біль у м’язах,,,,,,
Гепатит В,свербіж,втома,млявість,жовтувата шкіра,темна сеча,втрата апетиту,біль у животі,жовта сеча,жовті очі,нездужання,переливання крові,нестерильні ін’єкції,,,,,
Гепатит С,втома,жовтувата шкіра,нудота,втрата апетиту,пожовтіння очей,сімейний анамнез,,,,,,,,,,,
Гепатит D,біль у суглобах,блювання,втома,жовтувата шкіра,темна сеча,нудота,втрата апетиту,біль у животі,пожовтіння очей,,,,,,,,
Гепатит Е,біль у суглобах,блювання,втома,висока температура,жовтувата шкіра,темна сеча,нудота,втрата апетиту,біль у животі,пожовтіння очей,гостра печінкова недостатність,кома,шлункова кровотеча,,,,
Алкогольний гепатит,блювання,жовтувата шкіра,біль у животі,здуття живота,здуття живота,вживання алкоголю в анамнезі,перевантаження рідиною,,,,,,,,,,
Туберкульоз,озноб,блювання,втома,втрата ваги,кашель,висока температура,задишка,пітливість,втрата апетиту,легка лихоманка,пожовтіння очей,збільшення лімфовузлів,нездужання,мокрота,біль у грудях,кров у мокроті,
Застуда,безперервне чхання,озноб,втома,кашель,висока температура,головний біль,збільшення лімфовузлів,нездужання,мокротиння,подразнення горла,почервоніння очей,синусовий тиск,нежить,закладеність,біль у грудях,втрата нюху,біль у м’язах
Пневмонія,озноб,втома,кашель,висока температура,задишка,пітливість,нездужання,мокрота,біль у грудях,прискорене серцебиття,іржаве мокротиння,,,,,,
Диморфний геморой,запор,біль під час випорожнення,біль у анальній ділянці,кров у калі,подразнення заднього проходу,,,,,,,,,,,,
Серцевий напад,блювання,задишка,пітливість,біль у грудях,,,,,,,,,,,,,
Варикозне розширення вен,втома,судоми,синці,ожиріння,опухлі ноги,роздуті кровоносні судини,виступаючі вени на литках,,,,,,,,,,
Гіпотиреоз,втома,збільшення ваги,холодні руки та ноги,перепади настрою,млявість,запаморочення,одутле обличчя та очі,збільшення щитовидної залози,ламкість нігтів,набряки кінцівок,депресія,дратівливість,ненормальна менструація,,,,
Гіпертиреоз,втома,перепади настрою,втрата ваги,неспокій,пітливість,діарея,прискорене серцебиття,надмірний голод,м’язова слабкість,дратівливість,ненормальна менструація,,,,,,
Гіпоглікемія,блювання,втома,занепокоєння,пітливість,головний біль,нудота,затуманення та спотворення зору,надмірний голод,сухість і поколювання губ,невиразна мова,дратівливість,серцебиття,,,,,
Остеоартроз,біль у суглобах,біль у шиї,біль у колінах,біль у кульшовому суглобі,набряк суглобів,болісна ходьба,,,,,,,,,,,
Артрит,м’язова слабкість,ригідність шиї,набряк суглобів,скутість рухів,болісна ходьба,,,,,,,,,,,,
Пароймсальне позиційне запаморочення,блювання,головний біль,нудота,обертові рухи,втрата рівноваги,нестійкість,,,,,,,,,,,
Акне,шкірний висип,гнійні прищі,вугри,попрілості,,,,,,,,,,,,,
Інфекція сечовивідних шляхів,печіння при сечовипусканні,дискомфорт у сечовому міхурі,неприємний запах сечі,постійне відчуття сечі,,,,,,,,,,,,,
Псоріаз,шкірний висип,біль у суглобах,лущення шкіри,сріблястий наліт,невеликі вм’ятини на нігтях,запалення нігтів,,,,,,,,,,,
Імпетиго,шкірний висип,висока температура,пухирі,червона ранка навколо носа,сочиться жовта кірка,,,,,,,,,,,,
Грибкова інфекція,свербіж,шкірний висип,вузлові шкірний висип,дисхромні плями,,,,,,,,,,,,,
Алергія,постійне чхання,тремтіння,озноб,сльозотеча,,,,,,,,,,,,,
ГЕРХ,біль у шлунку,підвищена кислотність,виразки на язиці,блювання,кашель,біль у грудях,,,,,,,,,,,
Хронічний холестаз,свербіж,блювання,жовтувата шкіра,нудота,втрата апетиту,біль у животі,пожовтіння очей,,,,,,,,,,
Реакція на ліки,свербіж,шкірний висип,біль у шлунку,печіння сечовипускання,кров’янисті сечовипускання,,,,,,,,,,,,
Виразкова хвороба,блювання,розлад травлення,втрата апетиту,біль у животі,відходження газів,внутрішній свербіж,,,,,,,,,,,
ВІЛ/СНІД,виснаження м’язів,плями в горлі,висока температура,позашлюбні контакти,,,,,,,,,,,,,
Діабет,втома,втрата ваги,неспокій,млявість,нерегулярний рівень цукру,затуманення та спотворення зору,ожиріння,надмірний голод,підвищений апетит,поліурія,,,,,,,
Гастроентерит,блювання,запалі очі,зневоднення,діарея,,,,,,,,,,,,,
Бронхіальна астма,втома,кашель,висока температура,задишка,сімейний анамнез,слизове мокротиння,,,,,,,,,,,
Гіпертонія,головний біль,біль у грудях,запаморочення,втрата рівноваги,відсутність концентрації,,,,,,,,,,,,
Мігрень,підвищена кислотність,розлад травлення,головний біль,затуманення та спотворення зору,надмірний голод,ригідність шиї,депресія,дратівливість,розлади зору,,,,,,,,
Шийний спондильоз,біль у спині,слабкість у кінцівках,біль у шиї,запаморочення,втрата рівноваги,,,,,,,,,,,,
Крововилив у мозок,блювання,головний біль,слабкість однієї сторони тіла,зміна чутливості,,,,,,,,,,,,,
Жовтяниця,свербіж,блювання,втома,втрата ваги,висока температура,жовтувата шкіра,темна сеча,біль у животі,,,,,,,,,
Малярія,озноб,блювання,висока температура,пітливість,головний біль,нудота,діарея,біль у м’язах,,,,,,,,,
Вітряна віспа,свербіж,шкірний висип,втома,млявість,висока температура,головний біль,втрата апетиту,легка лихоманка,збільшення лімфовузлів,нездужання,червоні плями на тілі,,,,,,
Денге,шкірний висип,озноб,біль у суглобах,блювання,втома,висока температура,головний біль,нудота,втрата апетиту,біль за очима,біль у спині,нездужання,біль у м’язах,червоні плями на тілі,,,
Черевний тиф,озноб,блювання,втома,висока температура,головний біль,нудота,запор,біль у животі,діарея,токсичний вигляд,біль у животі,,,,,,
гепатит А,біль у суглобах,блювання,жовтувата шкіра,темна сеча,нудота,втрата апетиту,біль у животі,діарея,легка лихоманка,пожовтіння очей,біль у м’язах,,,,,,
Гепатит В,свербіж,втома,млявість,жовтувата шкіра,темна сеча,втрата апетиту,біль у животі,жовта сеча,жовті очі,нездужання,переливання крові,нестерильні ін’єкції,,,,,
Гепатит С,втома,жовтувата шкіра,нудота,втрата апетиту,пожовтіння очей,сімейний анамнез,,,,,,,,,,,
Гепатит D,біль у суглобах,блювання,втома,жовтувата шкіра,темна сеча,нудота,втрата апетиту,біль у животі,пожовтіння очей,,,,,,,,
Гепатит Е,біль у суглобах,блювання,втома,висока температура,жовтувата шкіра,темна сеча,нудота,втрата апетиту,біль у животі,пожовтіння очей,гостра печінкова недостатність,кома,шлункова кровотеча,,,,
Алкогольний гепатит,блювання,жовтувата шкіра,біль у животі,здуття живота,здуття живота,вживання алкоголю в анамнезі,перевантаження рідиною,,,,,,,,,,
Туберкульоз,озноб,блювання,втома,втрата ваги,кашель,висока температура,задишка,пітливість,втрата апетиту,легка лихоманка,пожовтіння очей,збільшення лімфовузлів,нездужання,мокрота,біль у грудях,кров у мокроті,
Застуда,безперервне чхання,озноб,втома,кашель,висока температура,головний біль,збільшення лімфовузлів,нездужання,мокротиння,подразнення горла,почервоніння очей,синусовий тиск,нежить,закладеність,біль у грудях,втрата нюху,біль у м’язах
Пневмонія,озноб,втома,кашель,висока температура,задишка,пітливість,нездужання,мокрота,біль у грудях,прискорене серцебиття,іржаве мокротиння,,,,,,
Диморфний геморой,запор,біль під час випорожнення,біль у анальній ділянці,кров у калі,подразнення заднього проходу,,,,,,,,,,,,
Серцевий напад,блювання,задишка,пітливість,біль у грудях,,,,,,,,,,,,,
Варикозне розширення вен,втома,судоми,синці,ожиріння,опухлі ноги,роздуті кровоносні судини,виступаючі вени на литках,,,,,,,,,,
Гіпотиреоз,втома,збільшення ваги,холодні руки та ноги,перепади настрою,млявість,запаморочення,одутле обличчя та очі,збільшення щитовидної залози,ламкість нігтів,набряки кінцівок,депресія,дратівливість,ненормальна менструація,,,,
Гіпертиреоз,втома,перепади настрою,втрата ваги,неспокій,пітливість,діарея,прискорене серцебиття,надмірний голод,м’язова слабкість,дратівливість,ненормальна менструація,,,,,,
Гіпоглікемія,блювання,втома,занепокоєння,пітливість,головний біль,нудота,затуманення та спотворення зору,надмірний голод,сухість і поколювання губ,невиразна мова,дратівливість,серцебиття,,,,,
Остеоартроз,біль у суглобах,біль у шиї,біль у колінах,біль у кульшовому суглобі,набряк суглобів,болісна ходьба,,,,,,,,,,,
Артрит,м’язова слабкість,ригідність шиї,набряк суглобів,скутість рухів,болісна ходьба,,,,,,,,,,,,
Пароймсальне позиційне запаморочення,блювання,головний біль,нудота,обертові рухи,втрата рівноваги,нестійкість,,,,,,,,,,,
Акне,шкірний висип,гнійні прищі,вугри,попрілості,,,,,,,,,,,,,
Інфекція сечовивідних шляхів,печіння при сечовипусканні,дискомфорт у сечовому міхурі,неприємний запах сечі,постійне відчуття сечі,,,,,,,,,,,,,
Псоріаз,шкірний висип,біль у суглобах,лущення шкіри,сріблястий наліт,невеликі вм’ятини на нігтях,запалення нігтів,,,,,,,,,,,
Імпетиго,шкірний висип,висока температура,пухирі,червона ранка навколо носа,сочиться жовта кірка,,,,,,,,,,,,
Грибкова інфекція,свербіж,шкірний висип,вузлові шкірний висип,дисхромні плями,,,,,,,,,,,,,
Алергія,постійне чхання,тремтіння,озноб,сльозотеча,,,,,,,,,,,,,
ГЕРХ,біль у шлунку,підвищена кислотність,виразки на язиці,блювання,кашель,біль у грудях,,,,,,,,,,,
Хронічний холестаз,свербіж,блювання,жовтувата шкіра,нудота,втрата апетиту,біль у животі,пожовтіння очей,,,,,,,,,,
Реакція на ліки,свербіж,шкірний висип,біль у шлунку,печіння сечовипускання,кров’янисті сечовипускання,,,,,,,,,,,,
Виразкова хвороба,блювання,розлад травлення,втрата апетиту,біль у животі,відходження газів,внутрішній свербіж,,,,,,,,,,,
ВІЛ/СНІД,виснаження м’язів,плями в горлі,висока температура,позашлюбні контакти,,,,,,,,,,,,,
Діабет,втома,втрата ваги,неспокій,млявість,нерегулярний рівень цукру,затуманення та спотворення зору,ожиріння,надмірний голод,підвищений апетит,поліурія,,,,,,,
Гастроентерит,блювання,запалі очі,зневоднення,діарея,,,,,,,,,,,,,
Бронхіальна астма,втома,кашель,висока температура,задишка,сімейний анамнез,слизове мокротиння,,,,,,,,,,,
Гіпертонія,головний біль,біль у грудях,запаморочення,втрата рівноваги,відсутність концентрації,,,,,,,,,,,,
Мігрень,підвищена кислотність,розлад травлення,головний біль,затуманення та спотворення зору,надмірний голод,ригідність шиї,депресія,дратівливість,розлади зору,,,,,,,,
Шийний спондильоз,біль у спині,слабкість у кінцівках,біль у шиї,запаморочення,втрата рівноваги,,,,,,,,,,,,
Крововилив у мозок,блювання,головний біль,слабкість однієї сторони тіла,зміна чутливості,,,,,,,,,,,,,
Жовтяниця,свербіж,блювання,втома,втрата ваги,висока температура,жовтувата шкіра,темна сеча,біль у животі,,,,,,,,,
Малярія,озноб,блювання,висока температура,пітливість,головний біль,нудота,діарея,біль у м’язах,,,,,,,,,
Вітряна віспа,свербіж,шкірний висип,втома,млявість,висока температура,головний біль,втрата апетиту,легка лихоманка,збільшення лімфовузлів,нездужання,червоні плями на тілі,,,,,,
Денге,шкірний висип,озноб,біль у суглобах,блювання,втома,висока температура,головний біль,нудота,втрата апетиту,біль за очима,біль у спині,нездужання,біль у м’язах,червоні плями на тілі,,,
Черевний тиф,озноб,блювання,втома,висока температура,головний біль,нудота,запор,біль у животі,діарея,токсичний вигляд,біль у животі,,,,,,
гепатит А,біль у суглобах,блювання,жовтувата шкіра,темна сеча,нудота,втрата апетиту,біль у животі,діарея,легка лихоманка,пожовтіння очей,біль у м’язах,,,,,,
Гепатит В,свербіж,втома,млявість,жовтувата шкіра,темна сеча,втрата апетиту,біль у животі,жовта сеча,жовті очі,нездужання,переливання крові,нестерильні ін’єкції,,,,,
Гепатит С,втома,жовтувата шкіра,нудота,втрата апетиту,пожовтіння очей,сімейний анамнез,,,,,,,,,,,
Гепатит D,біль у суглобах,блювання,втома,жовтувата шкіра,темна сеча,нудота,втрата апетиту,біль у животі,пожовтіння очей,,,,,,,,
Гепатит Е,біль у суглобах,блювання,втома,висока температура,жовтувата шкіра,темна сеча,нудота,втрата апетиту,біль у животі,пожовтіння очей,гостра печінкова недостатність,кома,шлункова кровотеча,,,,
Алкогольний гепатит,блювання,жовтувата шкіра,біль у животі,здуття живота,здуття живота,вживання алкоголю в анамнезі,перевантаження рідиною,,,,,,,,,,
Туберкульоз,озноб,блювання,втома,втрата ваги,кашель,висока температура,задишка,пітливість,втрата апетиту,легка лихоманка,пожовтіння очей,збільшення лімфовузлів,нездужання,мокрота,біль у грудях,кров у мокроті,
Застуда,безперервне чхання,озноб,втома,кашель,висока температура,головний біль,збільшення лімфовузлів,нездужання,мокротиння,подразнення горла,почервоніння очей,синусовий тиск,нежить,закладеність,біль у грудях,втрата нюху,біль у м’язах
Пневмонія,озноб,втома,кашель,висока температура,задишка,пітливість,нездужання,мокрота,біль у грудях,прискорене серцебиття,іржаве мокротиння,,,,,,
Диморфний геморой,запор,біль під час випорожнення,біль у анальній ділянці,кров у калі,подразнення заднього проходу,,,,,,,,,,,,
Серцевий напад,блювання,задишка,пітливість,біль у грудях,,,,,,,,,,,,,
Варикозне розширення вен,втома,судоми,синці,ожиріння,опухлі ноги,роздуті кровоносні судини,виступаючі вени на литках,,,,,,,,,,
Гіпотиреоз,втома,збільшення ваги,холодні руки та ноги,перепади настрою,млявість,запаморочення,одутле обличчя та очі,збільшення щитовидної залози,ламкість нігтів,набряки кінцівок,депресія,дратівливість,ненормальна менструація,,,,
Гіпертиреоз,втома,перепади настрою,втрата ваги,неспокій,пітливість,діарея,прискорене серцебиття,надмірний голод,м’язова слабкість,дратівливість,ненормальна менструація,,,,,,
Гіпоглікемія,блювання,втома,занепокоєння,пітливість,головний біль,нудота,затуманення та спотворення зору,надмірний голод,сухість і поколювання губ,невиразна мова,дратівливість,серцебиття,,,,,
Остеоартроз,біль у суглобах,біль у шиї,біль у колінах,біль у кульшовому суглобі,набряк суглобів,болісна ходьба,,,,,,,,,,,
Артрит,м’язова слабкість,ригідність шиї,набряк суглобів,скутість рухів,болісна ходьба,,,,,,,,,,,,
Пароймсальне позиційне запаморочення,блювання,головний біль,нудота,обертові рухи,втрата рівноваги,нестійкість,,,,,,,,,,,
Акне,шкірний висип,гнійні прищі,вугри,попрілості,,,,,,,,,,,,,
Інфекція сечовивідних шляхів,печіння при сечовипусканні,дискомфорт у сечовому міхурі,неприємний запах сечі,постійне відчуття сечі,,,,,,,,,,,,,
Псоріаз,шкірний висип,біль у суглобах,лущення шкіри,сріблястий наліт,невеликі вм’ятини на нігтях,запалення нігтів,,,,,,,,,,,
Імпетиго,шкірний висип,висока температура,пухирі,червона ранка навколо носа,сочиться жовта кірка,,,,,,,,,,,,
Грибкова інфекція,свербіж,шкірний висип,вузлові шкірний висип,дисхромні плями,,,,,,,,,,,,,
Алергія,постійне чхання,тремтіння,озноб,сльозотеча,,,,,,,,,,,,,
ГЕРХ,біль у шлунку,підвищена кислотність,виразки на язиці,блювання,кашель,біль у грудях,,,,,,,,,,,
Хронічний холестаз,свербіж,блювання,жовтувата шкіра,нудота,втрата апетиту,біль у животі,пожовтіння очей,,,,,,,,,,
Реакція на ліки,свербіж,шкірний висип,біль у шлунку,печіння сечовипускання,кров’янисті сечовипускання,,,,,,,,,,,,
Виразкова хвороба,блювання,розлад травлення,втрата апетиту,біль у животі,відходження газів,внутрішній свербіж,,,,,,,,,,,
ВІЛ/СНІД,виснаження м’язів,плями в горлі,висока температура,позашлюбні контакти,,,,,,,,,,,,,
Діабет,втома,втрата ваги,неспокій,млявість,нерегулярний рівень цукру,затуманення та спотворення зору,ожиріння,надмірний голод,підвищений апетит,поліурія,,,,,,,
Гастроентерит,блювання,запалі очі,зневоднення,діарея,,,,,,,,,,,,,
Бронхіальна астма,втома,кашель,висока температура,задишка,сімейний анамнез,слизове мокротиння,,,,,,,,,,,
Гіпертонія,головний біль,біль у грудях,запаморочення,втрата рівноваги,відсутність концентрації,,,,,,,,,,,,
Мігрень,підвищена кислотність,розлад травлення,головний біль,затуманення та спотворення зору,надмірний голод,ригідність шиї,депресія,дратівливість,розлади зору,,,,,,,,
Шийний спондильоз,біль у спині,слабкість у кінцівках,біль у шиї,запаморочення,втрата рівноваги,,,,,,,,,,,,
Крововилив у мозок,блювання,головний біль,слабкість однієї сторони тіла,зміна чутливості,,,,,,,,,,,,,
Жовтяниця,свербіж,блювання,втома,втрата ваги,висока температура,жовтувата шкіра,темна сеча,біль у животі,,,,,,,,,
Малярія,озноб,блювання,висока температура,пітливість,головний біль,нудота,діарея,біль у м’язах,,,,,,,,,
